ano,sigla_uf,id_municipio,nome,rede,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa,nota_saeb_media_padronizada,ideb,projecao
2019,PB,2500734,Amparo,municipal,fundamental,finais (6-9),85.8,0.87288803,248.11,243.27,4.8563328,4.2,4.6
2019,PB,2504108,Carrapateira,municipal,fundamental,finais (6-9),79.9,0.78862399,270.67,246.67,5.2893329,4.2,4.9
2019,PB,2512804,Riacho dos Cavalos,municipal,fundamental,finais (6-9),73.3,0.73320597,276.57,263.88,5.6741672,4.2,4.4
2019,PB,2514602,São José do Bonfim,municipal,fundamental,finais (6-9),87.1,0.87525398,271.41,253.44,5.4143329,4.7,3.9
2021,PB,2500502,Alagoinha,publica,fundamental,finais (6-9),99.5,0.995227,228.4,227.44,4.264,4.2,
2021,PB,2502151,Boa Vista,publica,fundamental,finais (6-9),94.9,0.949827,251.53,248.42,4.999167,4.7,
2021,PB,2502904,Brejo dos Santos,publica,fundamental,finais (6-9),94.8,0.948142,244.35,243.48,4.797167,4.5,
2021,PB,2503753,Cajazeirinhas,publica,fundamental,finais (6-9),100.0,1.0,253.66,244.01,4.961167,5.0,
2021,PB,2505600,Diamante,estadual,fundamental,finais (6-9),97.4,0.973975,246.25,244.39,4.844,4.7,
2021,PB,2509206,Massaranduba,publica,fundamental,finais (6-9),98.8,0.988964,228.62,221.1,4.162,4.1,
2021,PB,2509503,Montadas,municipal,fundamental,finais (6-9),97.6,0.975737,255.52,263.98,5.325,5.2,
2021,PB,2509503,Montadas,publica,fundamental,finais (6-9),97.6,0.975737,255.52,263.98,5.325,5.2,
2021,PB,2512200,Prata,publica,fundamental,finais (6-9),87.6,0.878408,252.71,257.22,5.1655,4.5,
2021,PB,2513802,Santa Teresinha,publica,fundamental,finais (6-9),98.0,0.979612,229.0,231.95,4.349167,4.3,
2021,PB,2515302,Sapé,municipal,fundamental,finais (6-9),93.1,0.931446,225.12,237.31,4.373833,4.1,
2021,PB,2516003,Solânea,publica,fundamental,finais (6-9),96.8,0.968802,237.03,244.35,4.689667,4.5,
2021,PB,2516300,Sumé,municipal,fundamental,finais (6-9),100.0,1.0,244.21,246.65,4.847667,4.8,
2005,PB,2504900,Cruz do Espírito Santo,estadual,fundamental,finais (6-9),62.7,0.62943202,205.1,204.1,3.486228,2.2,
2005,PB,2509396,Maturéia,municipal,fundamental,finais (6-9),54.0,0.52676803,216.69,204.39,3.6846671,1.9,
2005,PB,2513703,Santa Rita,municipal,fundamental,finais (6-9),56.3,0.582093,214.8,207.5,3.705333,2.2,
2005,PB,2514008,São João do Cariri,estadual,fundamental,finais (6-9),64.9,0.65331501,208.5,188.5,3.2840071,2.1,
2005,PB,2516300,Sumé,publica,fundamental,finais (6-9),71.1,0.72380102,232.0,213.89,4.0991669,3.0,
2005,PB,2508703,Mãe d'Água,publica,fundamental,finais (6-9),66.1,0.63850403,224.0,205.6,3.8275001,2.4,
2005,PB,2511301,Piancó,municipal,fundamental,finais (6-9),67.5,0.674766,214.89,199.0,3.564333,2.4,
2005,PB,2509107,Mari,estadual,fundamental,finais (6-9),72.2,0.72870499,225.19,216.19,4.0246129,2.9,
2005,PB,2501575,Barra de Santana,municipal,fundamental,finais (6-9),70.3,0.70911199,205.0,190.6,3.2590001,2.3,
2005,PB,2513604,Santana dos Garrotes,publica,fundamental,finais (6-9),78.2,0.775792,210.0,192.6,3.3761671,2.6,
2005,PB,2513802,Santa Teresinha,municipal,fundamental,finais (6-9),72.8,0.72842801,219.0,198.39,3.623667,2.6,
2005,PB,2509602,Monte Horebe,estadual,fundamental,finais (6-9),75.3,0.74804503,233.5,213.19,4.1124091,3.1,
2007,PB,2502102,Boa Ventura,publica,fundamental,finais (6-9),49.2,0.49496701,203.97,196.86,3.3475001,1.7,2.8
2007,PB,2510600,Ouro Velho,municipal,fundamental,finais (6-9),84.1,0.84130001,199.69,176.58,2.9381671,2.5,2.7
2007,PB,2502003,Belém do Brejo do Cruz,estadual,fundamental,finais (6-9),72.5,0.71674901,232.13,219.66,4.1966672,3.0,2.3
2007,PB,2507507,João Pessoa,municipal,fundamental,finais (6-9),67.1,0.67798799,234.46,227.88,4.372333,3.0,2.5
2007,PB,2509107,Mari,estadual,fundamental,finais (6-9),67.6,0.67961502,233.69,230.66,4.4058328,3.0,3.0
2007,PB,2514651,São José do Brejo do Cruz,municipal,fundamental,finais (6-9),54.2,0.52211797,251.85,221.17,4.5504999,2.4,2.7
2007,PB,2506103,Fagundes,publica,fundamental,finais (6-9),74.6,0.74784499,221.02,213.46,3.9081669,2.9,2.6
2007,PB,2501302,Aroeiras,municipal,fundamental,finais (6-9),74.4,0.74062997,220.36,204.46,3.7471671,2.8,3.1
2007,PB,2503209,Cabedelo,estadual,fundamental,finais (6-9),67.6,0.68255502,229.35,220.86,4.170167,2.8,2.6
2007,PB,2500577,Algodão de Jandaíra,publica,fundamental,finais (6-9),66.7,0.645998,231.07,218.22,4.1550002,2.7,2.4
2007,PB,2515104,São Sebastião de Lagoa de Roça,publica,fundamental,finais (6-9),70.1,0.72655398,237.63,227.14,4.4130001,3.2,2.8
2007,PB,2500775,Aparecida,estadual,fundamental,finais (6-9),70.0,0.68937802,215.27,210.3,3.7598331,2.6,2.4
2007,PB,2506509,Gurjão,municipal,fundamental,finais (6-9),82.9,0.84676898,207.86,177.28,3.086,2.6,2.7
2007,PB,2502151,Boa Vista,publica,fundamental,finais (6-9),77.7,0.77964997,233.07,207.92,4.0166669,3.1,3.2
2007,PB,2503209,Cabedelo,municipal,fundamental,finais (6-9),73.8,0.744389,229.41,223.3,4.2119999,3.1,2.7
2007,PB,2508802,Malta,estadual,fundamental,finais (6-9),79.6,0.80918801,220.17,210.77,3.849333,3.1,2.5
2009,PB,2504207,Catingueira,municipal,fundamental,finais (6-9),74.7,0.75237298,227.47,213.13,4.0101671,3.0,2.7
2009,PB,2504504,Condado,estadual,fundamental,finais (6-9),77.8,0.77211601,238.86,234.66,4.5588331,3.5,2.2
2009,PB,2508802,Malta,municipal,fundamental,finais (6-9),81.7,0.81859797,240.69,218.1,4.313333,3.5,4.6
2009,PB,2515708,Serra Grande,municipal,fundamental,finais (6-9),66.0,0.67540401,256.73,240.96,4.9615002,3.4,3.4
2009,PB,2500775,Aparecida,municipal,fundamental,finais (6-9),79.5,0.800385,255.13,240.75,4.9316669,3.9,3.1
2009,PB,2515609,Serra da Raiz,publica,fundamental,finais (6-9),80.2,0.81510103,210.14,196.97,3.452167,2.8,3.3
2009,PB,2512606,Quixabá,publica,fundamental,finais (6-9),98.0,0.98239702,214.63,217.91,3.8759999,3.8,4.1
2009,PB,2503902,Camalaú,publica,fundamental,finais (6-9),57.7,0.60334098,238.14,231.75,4.498333,2.7,2.5
2009,PB,2505006,Cubati,publica,fundamental,finais (6-9),64.5,0.65565002,255.36,241.05,4.940167,3.2,3.3
2009,PB,2510501,Olivedos,publica,fundamental,finais (6-9),73.8,0.736251,236.22,223.55,4.329833,3.2,3.4
2009,PB,2505352,Damião,municipal,fundamental,finais (6-9),63.8,0.630777,223.63,221.44,4.0848331,2.6,2.3
2009,PB,2516201,Sousa,estadual,fundamental,finais (6-9),60.2,0.60877198,230.13,230.64,4.346333,2.6,2.6
2009,PB,2511905,Pitimbu,estadual,fundamental,finais (6-9),76.9,0.74470401,230.53,220.44,4.1830001,3.1,3.0
2009,PB,2512788,Riacho de Santo Antônio,municipal,fundamental,finais (6-9),62.0,0.63318598,256.23,240.88,4.9520001,3.1,2.0
2009,PB,2515203,São Sebastião do Umbuzeiro,estadual,fundamental,finais (6-9),78.2,0.731282,251.38,246.94,4.972167,3.6,3.1
2009,PB,2505709,Dona Inês,estadual,fundamental,finais (6-9),91.3,0.93560398,238.82,230.33,4.4860001,4.2,2.0
2011,PB,2503555,Cacimbas,publica,fundamental,finais (6-9),69.2,0.707093,213.63,202.61,3.604167,2.5,2.6
2011,PB,2508901,Mamanguape,estadual,fundamental,finais (6-9),60.8,0.61014497,226.36,216.44,4.0469999,2.5,2.9
2011,PB,2516003,Solânea,municipal,fundamental,finais (6-9),71.8,0.72690099,230.61,220.67,4.1881671,3.0,2.8
2011,PB,2511202,Pedras de Fogo,estadual,fundamental,finais (6-9),63.5,0.65098,210.88,207.66,3.6424999,2.4,2.5
2011,PB,2517001,Umbuzeiro,estadual,fundamental,finais (6-9),87.7,0.87452102,251.96,240.8,4.879333,4.3,3.8
2011,PB,2501351,Assunção,municipal,fundamental,finais (6-9),74.7,0.744591,234.08,228.8,4.3814998,3.3,3.2
2011,PB,2503506,Cacimba de Dentro,municipal,fundamental,finais (6-9),79.7,0.79576802,222.55,215.05,3.9601669,3.2,3.6
2011,PB,2505352,Damião,municipal,fundamental,finais (6-9),80.1,0.81256998,214.77,211.67,3.7741671,3.1,2.6
2013,PB,2506806,Ingá,estadual,fundamental,finais (6-9),53.1,0.53647202,212.38,217.91,3.8383329,2.1,3.2
2013,PB,2512903,Rio Tinto,estadual,fundamental,finais (6-9),64.0,0.63299698,202.36,205.41,3.4628329,2.2,3.5
2013,PB,2517001,Umbuzeiro,municipal,fundamental,finais (6-9),87.7,0.88190198,222.47,215.74,3.9701669,3.5,4.3
2013,PB,2504405,Conceição,municipal,fundamental,finais (6-9),83.8,0.85405302,204.28,198.55,3.380667,2.9,3.0
2013,PB,2511806,Pirpirituba,estadual,fundamental,finais (6-9),82.9,0.829633,230.42,215.41,4.097333,3.4,3.7
2013,PB,2501005,Araruna,publica,fundamental,finais (6-9),78.1,0.78583902,229.5,223.19,4.211833,3.3,3.6
2013,PB,2508703,Mãe d'Água,municipal,fundamental,finais (6-9),78.3,0.787435,244.3,230.25,4.5760002,3.6,3.3
2015,PB,2503209,Cabedelo,municipal,fundamental,finais (6-9),82.9,0.83548498,241.26,243.76,4.7503328,4.0,3.9
2015,PB,2507200,Itatuba,municipal,fundamental,finais (6-9),74.4,0.77019,222.35,238.69,4.350667,3.4,4.1
2015,PB,2514909,São Mamede,estadual,fundamental,finais (6-9),92.1,0.88455099,247.6,247.01,4.9101672,4.3,2.8
2015,PB,2501351,Assunção,municipal,fundamental,finais (6-9),68.2,0.69703299,236.2,250.06,4.7709999,3.3,4.0
2015,PB,2503506,Cacimba de Dentro,municipal,fundamental,finais (6-9),76.2,0.77004999,242.83,236.88,4.6618328,3.6,4.4
2015,PB,2511202,Pedras de Fogo,municipal,fundamental,finais (6-9),71.3,0.71688801,249.02,248.14,4.9526672,3.6,3.5
2015,PB,2512762,Riachão do Poço,municipal,fundamental,finais (6-9),81.2,0.81361002,231.57,233.67,4.4206672,3.6,3.8
2017,PB,2512747,Riachão,municipal,fundamental,finais (6-9),81.4,0.81039298,246.88,248.71,4.9264998,4.0,3.9
2017,PB,2513984,São Francisco,publica,fundamental,finais (6-9),88.4,0.88607502,249.1,252.38,5.0248332,4.5,4.4
2017,PB,2503100,Cabaceiras,publica,fundamental,finais (6-9),92.5,0.92738003,286.51,271.01,5.9586668,5.5,4.3
2017,PB,2509305,Mataraca,municipal,fundamental,finais (6-9),58.7,0.58948702,225.97,222.38,4.1395001,2.4,3.8
2017,PB,2513703,Santa Rita,publica,fundamental,finais (6-9),72.1,0.72618502,218.85,221.96,4.0135002,2.9,3.9
2017,PB,2501534,Baraúna,publica,fundamental,finais (6-9),93.2,0.93348801,252.75,258.22,5.1830001,4.8,3.6
2017,PB,2509008,Manaíra,estadual,fundamental,finais (6-9),67.4,0.678563,226.8,220.63,4.124167,2.8,3.9
2017,PB,2508109,Lagoa,publica,fundamental,finais (6-9),77.4,0.77802402,251.96,241.75,4.8951669,3.8,3.8
2017,PB,2511202,Pedras de Fogo,publica,fundamental,finais (6-9),76.6,0.77179599,242.36,250.19,4.8761668,3.8,3.8
2017,PB,2513802,Santa Teresinha,publica,fundamental,finais (6-9),89.0,0.88925397,233.21,243.02,4.6038332,4.1,4.0
2017,PB,2500601,Alhandra,estadual,fundamental,finais (6-9),76.0,0.76012301,207.11,209.86,3.6161671,2.7,4.6
2017,PB,2515807,Serra Redonda,publica,fundamental,finais (6-9),70.7,0.71300799,213.5,214.78,3.8050001,2.7,3.7
2017,PB,2504306,Catolé do Rocha,publica,fundamental,finais (6-9),67.2,0.67536497,244.5,240.02,4.742167,3.2,4.2
2017,PB,2508208,Lagoa de Dentro,estadual,fundamental,finais (6-9),72.3,0.75809503,201.14,207.6,3.479167,2.6,3.8
2017,PB,2513653,Joca Claudino,publica,fundamental,finais (6-9),77.5,0.77710402,232.89,241.83,4.579,3.6,4.3
2017,PB,2513901,São Bento,estadual,fundamental,finais (6-9),72.3,0.67195302,264.52,254.28,5.3136668,3.6,4.2
2019,PB,2503308,Cachoeira dos Índios,municipal,fundamental,finais (6-9),68.4,0.69821799,270.7,263.6,5.5716672,3.9,4.0
2019,PB,2507804,Junco do Seridó,publica,fundamental,finais (6-9),84.0,0.835922,234.03,244.08,4.6353331,3.9,4.1
2019,PB,2513307,Santa Helena,estadual,fundamental,finais (6-9),86.1,0.84128898,258.83,248.3,5.1191669,4.3,4.3
2019,PB,2512788,Riacho de Santo Antônio,municipal,fundamental,finais (6-9),64.2,0.68176699,246.02,248.55,4.909667,3.3,3.3
2019,PB,2516003,Solânea,publica,fundamental,finais (6-9),70.6,0.70772499,238.86,238.83,4.6283331,3.3,4.3
2019,PB,2514503,São José de Piranhas,estadual,fundamental,finais (6-9),66.6,0.65287399,248.11,244.39,4.8753328,3.2,4.5
2019,PB,2512903,Rio Tinto,estadual,fundamental,finais (6-9),67.3,0.64984602,244.89,243.44,4.8056669,3.1,4.4
2019,PB,2509107,Mari,estadual,fundamental,finais (6-9),79.9,0.79101902,238.08,231.96,4.500833,3.6,4.7
2021,PB,2502151,Boa Vista,municipal,fundamental,finais (6-9),94.9,0.949827,251.53,248.42,4.999167,4.7,
2021,PB,2505279,Curral de Cima,municipal,fundamental,finais (6-9),94.7,0.949177,229.24,241.42,4.511,4.3,
2021,PB,2506301,Guarabira,publica,fundamental,finais (6-9),96.2,0.962919,234.01,240.85,4.581,4.4,
2021,PB,2510204,Nova Olinda,estadual,fundamental,finais (6-9),100.0,1.0,239.64,236.01,4.594167,4.6,
2021,PB,2510709,Passagem,publica,fundamental,finais (6-9),92.0,0.919544,254.59,246.89,5.024667,4.6,
2021,PB,2511608,Pilões,municipal,fundamental,finais (6-9),94.3,0.943368,214.64,223.35,3.9665,3.7,
2021,PB,2513208,Santa Cruz,municipal,fundamental,finais (6-9),99.5,0.993631,252.84,235.68,4.808667,4.8,
2005,PB,2510709,Passagem,publica,fundamental,finais (6-9),60.7,0.58233601,201.0,195.6,3.277833,1.9,
2005,PB,2511509,Pilar,estadual,fundamental,finais (6-9),56.0,0.52607399,208.5,199.5,3.466552,1.8,
2005,PB,2513901,São Bento,municipal,fundamental,finais (6-9),47.3,0.47540599,229.0,209.39,3.972667,1.9,
2005,PB,2504603,Conde,publica,fundamental,finais (6-9),61.8,0.64362001,223.89,209.6,3.8911669,2.5,
2005,PB,2517209,Vieirópolis,estadual,fundamental,finais (6-9),77.4,0.77668798,227.69,206.6,3.905417,3.0,
2005,PB,2504157,Casserengue,municipal,fundamental,finais (6-9),62.7,0.62946397,222.69,205.1,3.7958331,2.4,
2005,PB,2506806,Ingá,publica,fundamental,finais (6-9),65.3,0.65314603,215.69,200.3,3.5999999,2.4,
2005,PB,2516904,Uiraúna,estadual,fundamental,finais (6-9),72.4,0.72119498,226.19,212.6,3.9794199,2.9,
2005,PB,2508901,Mamanguape,publica,fundamental,finais (6-9),60.9,0.62018001,220.0,206.69,3.7783329,2.3,
2005,PB,2509107,Mari,municipal,fundamental,finais (6-9),65.0,0.65650499,215.69,198.8,3.574167,2.3,
2005,PB,2500734,Amparo,municipal,fundamental,finais (6-9),75.4,0.74206603,220.89,208.6,3.8239999,2.8,
2005,PB,2502201,Bom Jesus,publica,fundamental,finais (6-9),58.3,0.59819299,243.0,224.3,4.454833,2.7,
2005,PB,2506509,Gurjão,estadual,fundamental,finais (6-9),72.5,0.739039,207.5,210.6,3.6344759,2.7,
2005,PB,2506400,Gurinhém,publica,fundamental,finais (6-9),69.7,0.70701897,213.8,205.6,3.6565001,2.6,
2007,PB,2507903,Juripiranga,municipal,fundamental,finais (6-9),47.6,0.50642198,218.66,208.39,3.784333,1.9,
2007,PB,2513901,São Bento,municipal,fundamental,finais (6-9),43.7,0.448452,234.44,220.8,4.254333,1.9,2.0
2007,PB,2509008,Manaíra,publica,fundamental,finais (6-9),66.7,0.677333,215.5,202.64,3.6359999,2.5,2.5
2007,PB,2513158,Santa Cecília,publica,fundamental,finais (6-9),76.5,0.77648401,219.77,204.25,3.7336669,2.9,2.6
2007,PB,2505303,Curral Velho,publica,fundamental,finais (6-9),79.8,0.80426902,229.19,225.25,4.2408328,3.4,
2007,PB,2507507,João Pessoa,publica,fundamental,finais (6-9),68.8,0.69240302,238.28,230.3,4.4766669,3.1,2.7
2009,PB,2504405,Conceição,estadual,fundamental,finais (6-9),72.3,0.72861803,205.86,200.28,3.4360001,2.5,2.9
2009,PB,2509404,Mogeiro,publica,fundamental,finais (6-9),76.9,0.77587497,217.41,211.46,3.8145001,3.0,2.7
2009,PB,2511004,Pedra Branca,publica,fundamental,finais (6-9),73.1,0.72882098,226.82,218.36,4.0865002,3.0,2.3
2009,PB,2516003,Solânea,estadual,fundamental,finais (6-9),74.3,0.74831098,220.19,219.5,3.995167,3.0,2.7
2009,PB,2517100,Várzea,municipal,fundamental,finais (6-9),86.5,0.865412,239.67,228.49,4.4695001,3.9,4.5
2009,PB,2506400,Gurinhém,municipal,fundamental,finais (6-9),64.7,0.654526,208.63,198.44,3.451333,2.3,2.4
2009,PB,2505238,Cuité de Mamanguape,publica,fundamental,finais (6-9),74.2,0.75572503,211.72,212.22,3.732667,2.8,3.0
2009,PB,2509909,Natuba,municipal,fundamental,finais (6-9),74.5,0.75213403,225.28,199.66,3.749167,2.8,2.9
2009,PB,2506608,Ibiara,publica,fundamental,finais (6-9),75.9,0.761747,211.07,202.63,3.561667,2.7,2.4
2009,PB,2504157,Casserengue,publica,fundamental,finais (6-9),73.3,0.74343699,236.39,224.94,4.3556671,3.2,2.4
2011,PB,2506103,Fagundes,municipal,fundamental,finais (6-9),59.8,0.60389501,204.03,198.47,3.3751669,2.0,3.2
2011,PB,2511509,Pilar,estadual,fundamental,finais (6-9),64.5,0.64593703,216.75,216.32,3.8846669,2.5,2.5
2011,PB,2503704,Cajazeiras,publica,fundamental,finais (6-9),67.8,0.68364799,231.78,229.08,4.348,3.0,2.9
2011,PB,2504504,Condado,estadual,fundamental,finais (6-9),66.1,0.653099,234.91,236.42,4.5225,3.0,2.7
2011,PB,2508109,Lagoa,publica,fundamental,finais (6-9),65.9,0.67007297,237.67,230.08,4.4628329,3.0,2.7
2011,PB,2517001,Umbuzeiro,publica,fundamental,finais (6-9),81.9,0.82791501,230.28,223.63,4.2321668,3.5,4.0
2011,PB,2503753,Cajazeirinhas,municipal,fundamental,finais (6-9),82.3,0.83965701,249.02,233.69,4.7121668,4.0,3.1
2011,PB,2504900,Cruz do Espírito Santo,publica,fundamental,finais (6-9),64.7,0.65336603,208.53,207.61,3.6026671,2.4,2.9
2011,PB,2516607,Tavares,estadual,fundamental,finais (6-9),76.2,0.76598901,233.33,225.97,4.3218331,3.3,2.8
2011,PB,2516755,Tenório,publica,fundamental,finais (6-9),58.2,0.59025598,237.64,233.55,4.52,2.7,2.7
2011,PB,2501351,Assunção,publica,fundamental,finais (6-9),73.3,0.73387599,234.08,228.8,4.3814998,3.2,2.8
2011,PB,2501401,Baía da Traição,publica,fundamental,finais (6-9),78.7,0.788755,221.28,218.86,4.002667,3.2,3.3
2011,PB,2514701,São José do Sabugi,publica,fundamental,finais (6-9),84.9,0.855313,241.28,217.41,4.311667,3.7,3.2
2011,PB,2505907,Emas,municipal,fundamental,finais (6-9),83.9,0.83074099,222.14,205.11,3.787833,3.1,2.9
2011,PB,2515203,São Sebastião do Umbuzeiro,publica,fundamental,finais (6-9),69.7,0.698412,235.36,232.36,4.4621668,3.1,3.3
2011,PB,2514404,São José de Espinharas,estadual,fundamental,finais (6-9),90.6,0.86492801,233.28,218.82,4.2018328,3.6,2.5
2013,PB,2504108,Carrapateira,publica,fundamental,finais (6-9),95.2,0.93741798,231.14,222.39,4.2258329,4.0,4.0
2013,PB,2507606,Juarez Távora,municipal,fundamental,finais (6-9),69.5,0.70472199,208.11,199.57,3.461333,2.4,3.2
2013,PB,2507705,Juazeirinho,publica,fundamental,finais (6-9),62.5,0.65548402,236.6,232.49,4.4848328,2.9,3.0
2013,PB,2504074,Caraúbas,publica,fundamental,finais (6-9),70.2,0.715397,239.83,247.33,4.7861671,3.4,3.7
2013,PB,2512606,Quixabá,municipal,fundamental,finais (6-9),84.3,0.84609401,230.21,213.36,4.0596671,3.4,4.2
2013,PB,2512747,Riachão,municipal,fundamental,finais (6-9),83.8,0.84030098,234.99,210.8,4.0964999,3.4,3.3
2013,PB,2500106,Água Branca,municipal,fundamental,finais (6-9),86.6,0.86617202,235.11,233.75,4.4809999,3.9,3.6
2013,PB,2511905,Pitimbu,estadual,fundamental,finais (6-9),77.2,0.76843601,209.77,202.3,3.534667,2.7,3.6
2013,PB,2500304,Alagoa Grande,publica,fundamental,finais (6-9),72.2,0.72613502,234.08,229.57,4.3943329,3.2,3.4
2013,PB,2500700,São João do Rio do Peixe,publica,fundamental,finais (6-9),72.9,0.734433,227.92,221.36,4.1550002,3.1,3.3
2013,PB,2507804,Junco do Seridó,estadual,fundamental,finais (6-9),90.5,0.89818698,212.88,197.3,3.5031669,3.1,4.2
2013,PB,2510808,Patos,publica,fundamental,finais (6-9),77.7,0.77841598,221.52,218.17,3.9949999,3.1,3.4
2015,PB,2507002,Itaporanga,estadual,fundamental,finais (6-9),84.8,0.84908301,225.87,221.27,4.119,3.5,3.7
2015,PB,2517001,Umbuzeiro,municipal,fundamental,finais (6-9),92.8,0.93009299,225.12,222.53,4.1275001,3.8,4.6
2015,PB,2502151,Boa Vista,municipal,fundamental,finais (6-9),76.5,0.76379901,263.58,255.79,5.3228331,4.1,4.8
2015,PB,2500304,Alagoa Grande,estadual,fundamental,finais (6-9),75.0,0.750314,231.07,223.49,4.2426672,3.2,3.9
2015,PB,2513000,Salgadinho,municipal,fundamental,finais (6-9),80.9,0.806036,231.89,245.17,4.6176672,3.7,3.7
2015,PB,2506103,Fagundes,estadual,fundamental,finais (6-9),82.8,0.827236,231.88,230.81,4.3781672,3.6,3.8
2015,PB,2516201,Sousa,estadual,fundamental,finais (6-9),77.6,0.777107,240.61,240.52,4.6855001,3.6,3.7
2017,PB,2501005,Araruna,publica,fundamental,finais (6-9),69.4,0.6925,229.55,227.86,4.2903328,3.0,4.2
2017,PB,2507002,Itaporanga,municipal,fundamental,finais (6-9),83.2,0.83372998,222.86,229.6,4.2076669,3.5,3.7
2017,PB,2515906,Serraria,publica,fundamental,finais (6-9),69.3,0.70034897,224.53,225.22,4.1628332,2.9,3.8
2017,PB,2515609,Serra da Raiz,estadual,fundamental,finais (6-9),99.0,0.98755199,221.07,217.42,3.9749999,3.9,4.6
2017,PB,2500502,Alagoinha,estadual,fundamental,finais (6-9),84.1,0.84133101,248.13,255.53,5.0611668,4.3,3.8
2017,PB,2508554,Logradouro,municipal,fundamental,finais (6-9),76.5,0.77642602,255.61,273.73,5.4891672,4.3,4.1
2017,PB,2506251,Gado Bravo,publica,fundamental,finais (6-9),86.7,0.87078899,209.3,218.47,3.7963331,3.3,4.2
2017,PB,2504009,Campina Grande,municipal,fundamental,finais (6-9),75.6,0.77649999,244.5,250.38,4.9148331,3.8,3.8
2017,PB,2506004,Esperança,publica,fundamental,finais (6-9),83.8,0.83647197,236.14,238.67,4.5805001,3.8,4.2
2017,PB,2504850,Coxixola,publica,fundamental,finais (6-9),83.3,0.84167397,263.27,261.85,5.4190001,4.6,4.4
2017,PB,2500601,Alhandra,publica,fundamental,finais (6-9),74.1,0.74314898,207.25,209.6,3.614167,2.7,4.5
2017,PB,2501005,Araruna,estadual,fundamental,finais (6-9),67.6,0.66812402,237.86,247.42,4.7548332,3.2,4.5
2017,PB,2504405,Conceição,publica,fundamental,finais (6-9),75.7,0.75839901,225.24,228.0,4.2206669,3.2,4.2
2017,PB,2510402,Olho d'Água,municipal,fundamental,finais (6-9),78.3,0.78979897,218.57,221.61,4.0029998,3.2,4.2
2017,PB,2503209,Cabedelo,publica,fundamental,finais (6-9),82.8,0.83311802,229.92,235.25,4.4198332,3.7,4.1
2017,PB,2507606,Juarez Távora,municipal,fundamental,finais (6-9),68.4,0.69532597,212.71,208.63,3.689167,2.6,3.8
2019,PB,2507408,Jericó,publica,fundamental,finais (6-9),69.2,0.68034202,252.33,255.47,5.130167,3.5,4.2
2019,PB,2513356,Santa Inês,municipal,fundamental,finais (6-9),82.5,0.83102798,245.89,238.25,4.7358332,3.9,3.4
2019,PB,2515500,Serra Branca,publica,fundamental,finais (6-9),77.9,0.77747399,246.71,250.52,4.9538331,3.9,4.9
2019,PB,2506707,Imaculada,estadual,fundamental,finais (6-9),68.8,0.69271302,247.05,241.53,4.8099999,3.3,3.8
2019,PB,2500205,Aguiar,municipal,fundamental,finais (6-9),79.4,0.79692203,242.91,243.38,4.771667,3.8,4.7
2019,PB,2510303,Nova Palmeira,municipal,fundamental,finais (6-9),70.1,0.72831798,269.89,271.5,5.6900001,4.1,4.4
2019,PB,2509057,Marcação,publica,fundamental,finais (6-9),78.5,0.78311098,224.05,223.47,4.1255002,3.2,3.9
2019,PB,2502409,Bonito de Santa Fé,publica,fundamental,finais (6-9),80.8,0.80895197,238.61,239.0,4.6271672,3.7,4.6
2019,PB,2504306,Catolé do Rocha,municipal,fundamental,finais (6-9),72.1,0.72827399,254.71,249.58,5.0714998,3.7,4.7
2019,PB,2516607,Tavares,municipal,fundamental,finais (6-9),77.8,0.78790098,267.77,265.01,5.5465002,4.4,4.3
2019,PB,2504157,Casserengue,municipal,fundamental,finais (6-9),73.5,0.73614103,231.05,224.78,4.2641668,3.1,4.2
2019,PB,2508604,Lucena,municipal,fundamental,finais (6-9),85.1,0.86232698,239.02,252.33,4.8559999,4.2,4.5
2021,PB,2500106,Água Branca,publica,fundamental,finais (6-9),99.5,0.994485,283.04,263.04,5.768,5.7,
2021,PB,2503803,Caldas Brandão,municipal,fundamental,finais (6-9),89.7,0.907579,241.3,248.51,4.830167,4.4,
2021,PB,2504074,Caraúbas,municipal,fundamental,finais (6-9),92.6,0.927348,247.5,247.49,4.9165,4.6,
2021,PB,2506004,Esperança,publica,fundamental,finais (6-9),100.0,1.0,237.34,236.52,4.564333,4.6,
2021,PB,2507507,João Pessoa,estadual,fundamental,finais (6-9),97.6,0.976495,244.9,252.86,4.962667,4.8,
2021,PB,2511301,Piancó,publica,fundamental,finais (6-9),96.2,0.961845,222.79,221.96,4.079167,3.9,
2021,PB,2511509,Pilar,municipal,fundamental,finais (6-9),100.0,1.0,229.96,228.57,4.308833,4.3,
2021,PB,2516201,Sousa,estadual,fundamental,finais (6-9),98.8,0.987672,241.48,243.63,4.751833,4.7,
2005,PB,2501534,Baraúna,publica,fundamental,finais (6-9),53.2,0.52231801,208.1,191.1,3.3199999,1.7,
2005,PB,2501807,Bayeux,municipal,fundamental,finais (6-9),52.7,0.55755001,221.89,213.0,3.915833,2.2,
2005,PB,2500775,Aparecida,publica,fundamental,finais (6-9),67.5,0.68414003,213.39,207.39,3.6800001,2.5,
2005,PB,2507002,Itaporanga,publica,fundamental,finais (6-9),68.6,0.695903,215.69,202.69,3.6389999,2.5,
2005,PB,2513927,São Bentinho,municipal,fundamental,finais (6-9),80.7,0.81283897,214.19,207.39,3.6933329,3.0,
